标签名,标签ID,BV号,标题,发布时间戳,发布时间_ISO8601_北京时间,播放量,评论数_reply,弹幕数,时长秒,UP主MID,UP主昵称,页码_抓取时
朱蒂,477414,BV1WyDyBZESp,朱蒂老师泳装,1775921934,2026-04-11 23:38:54,3668,10,0,6,64165341,英雄到来lol,1
朱蒂,477414,BV1HGXiBvEtG,第7生化研究所办公区（致命解药20260330,1774911140,2026-03-31 06:52:20,331,7,0,261,1297467,PAIMON-派蒙,1
朱蒂,477414,BV13mXGBWE6q,致命解药“丧尸反杀雇佣兵”,1774676859,2026-03-28 13:47:39,469,0,0,51,3493284049586736,lodsmt佳保,1
朱蒂,477414,BV11sXAB7Enz,叼着面包跑过去也来不及了呢,1774312220,2026-03-24 08:30:20,330,9,3,4,14313259,哔哩不是玻璃,1
朱蒂,477414,BV1VhApzGEwb,【秀朱】赤井秀一X朱蒂,1774012569,2026-03-20 21:16:09,78,0,0,45,3546876982856066,全圆柚子茶_-,1
朱蒂,477414,BV1cUwxzYEk2,致命解药“试炼场噩梦模式”挑战喷妹,1773475265,2026-03-14 16:01:05,2408,0,0,719,3493284049586736,lodsmt佳保,1
朱蒂,477414,BV1bqwEzoEDR,致命解药-另一个浣熊市的故事-营救并撤离,1773420078,2026-03-14 00:41:18,719,2,0,1460,407322106,你只敢偷看的女同学,1
朱蒂,477414,BV1x2wEzDELg,致命解药-欣茨大厅(偷懒版),1773419769,2026-03-14 00:36:09,430,0,0,4732,407322106,你只敢偷看的女同学,1
朱蒂,477414,BV19fPizpEvY,致命解药-试炼场修改Challenge版试玩,1772641543,2026-03-05 00:25:43,135,2,0,1497,407322106,你只敢偷看的女同学,1
朱蒂,477414,BV15PPTzBEaw,致命解药-浣熊市警局MOD地图,1772604392,2026-03-04 14:06:32,1135,7,0,2916,407322106,你只敢偷看的女同学,1
朱蒂,477414,BV1aqPczDEz6,致命解药-心渊启示录,1772559599,2026-03-04 01:39:59,93,0,0,1296,407322106,你只敢偷看的女同学,1
朱蒂,477414,BV1giPMzvE4r,完全胜利！柯南卡牌第8弹《哀色的命运》开盒！双高柯哀卡！,1772359599,2026-03-01 18:06:39,2939,12,5,248,623777,舆水沉浮,1
朱蒂,477414,BV1jpAezjEhD,朱蒂在毒区娇喘R向,1772295326,2026-03-01 00:15:26,29027,6,0,901,3494358460402552,泉淼男爵,1
朱蒂,477414,BV1dQAtzwEYm,致命解药“逃离浣熊市二”简单通关教程,1772256476,2026-02-28 13:27:56,361,0,0,224,3493284049586736,lodsmt佳保,1
朱蒂,477414,BV1zNA8zGEUy,致命解药-猪弟来到商场扫年货，谁成想春节还要加班,1772244011,2026-02-28 10:00:11,111,0,0,3414,407322106,你只敢偷看的女同学,1
朱蒂,477414,BV1o4ASzZEjw,致命解药“逃离浣熊市简单模式一命速通”攻略,1772176041,2026-02-27 15:07:21,1180,3,0,232,3493284049586736,lodsmt佳保,1
朱蒂,477414,BV1cWFhzMEE7,《酒厂姐妹花》贝姐和透子试探朱蒂！,1770270713,2026-02-05 13:51:53,600,0,0,1876,1000904871,驴胶漫讲,1
朱蒂,477414,BV1eHfDB7EoH,我是柯南，这一次，我爱上了的熟女是朱蒂老师，还是狗血的多角恋,1770133108,2026-02-03 23:38:28,19194,28,21,939,11105414,动漫的搞笑世界,1
朱蒂,477414,BV1Jo6xBrEnF,AI训练计划-致命解药第7期,1769943345,2026-02-01 18:55:45,390,0,0,276,155615710,柒柒游戏AI,1
朱蒂,477414,BV1pt6iB3EZf,AI训练计划-致命解药第6期,1769774400,2026-01-30 20:00:00,439,15,0,279,155615710,柒柒游戏AI,1
朱蒂,477414,BV1NUz9BoEeN,茱蒂老师：小妹妹，快快把门打开,1769658420,2026-01-29 11:47:00,387,1,0,57,2139079172,ValerieYeoh,2
朱蒂,477414,BV1rE6EBWE1G,AI训练计划-致命解药第5期,1769598039,2026-01-28 19:00:39,353,0,0,217,155615710,柒柒游戏AI,2
朱蒂,477414,BV1fszvB8EvA,AI训练计划-致命解药第4期,1769424987,2026-01-26 18:56:27,193,2,0,271,155615710,柒柒游戏AI,2
朱蒂,477414,BV1z4z2BZEXG,这段平次真的太帅了！,1769281502,2026-01-25 03:05:02,133,4,1,39,3546942365764474,miffy啊,2
朱蒂,477414,BV121zkBFEJe,AI训练计划-致命解药第3期,1769252131,2026-01-24 18:55:31,432,6,0,277,155615710,柒柒游戏AI,2
朱蒂,477414,BV1rnzWBeEwX,AI训练计划-致命解药第2期,1769083200,2026-01-22 20:00:00,570,0,0,241,155615710,柒柒游戏AI,2
朱蒂,477414,BV1crkuBvEyJ,【致命解药】少女朱蒂逛夜店被一群疯女人群殴,1768847457,2026-01-20 02:30:57,5175,7,1,50,59167280,用点子智慧昂丶,2
朱蒂,477414,BV1v3k8B1EEz,致命解药 朱蒂的办公室 更新篇,1768753760,2026-01-19 00:29:20,101,0,0,2654,490934195,双武魂与双神,2
朱蒂,477414,BV1sbrHBMEu9,茱蒂老师：你说话的口音也很怪,1768359919,2026-01-14 11:05:19,695,2,0,44,2139079172,ValerieYeoh,2
朱蒂,477414,BV1sVrwB2EN7,茱蒂老师：对啊，我太投入了,1767929082,2026-01-09 11:24:42,712,2,0,45,2139079172,ValerieYeoh,2
朱蒂,477414,BV1tuiqBBEu3,【点播：名侦探柯南TV版reaction】E545-551 | 路人第一次看！全是细节伏笔我天！各种反转看的头皮发麻！但是！不可能吧啊啊啊啊啊秀一绝对没死吧！！,1767460644,2026-01-04 01:17:24,6771,17,17,8600,3546694922799758,就要奶茶脑袋,2
朱蒂,477414,BV1uXiTBoEVA,【点播：名侦探柯南TV版reaction】E538-544 | 路人第一次看！又有一方势力浮出水面！没有一个人身份是简单的！爱看柯南和秀一联手，强强联手帅我一脸,1767176411,2025-12-31 18:20:11,8818,13,14,8801,3546694922799758,就要奶茶脑袋,2
朱蒂,477414,BV1PkvpBdEHb,茱蒂老师日常吓小柯,1766982143,2025-12-29 12:22:23,814,2,0,41,2139079172,ValerieYeoh,2
朱蒂,477414,BV1MRB9BfEwV,🎄🐯给我回来拉雪橇 瑞星亚戈!🐺🎄,1766678090,2025-12-25 23:54:50,636,3,0,161,3632308145883283,曼皮曼皮曼皮曼皮,2
朱蒂,477414,BV12EBgBeEfq,朱蒂：列位姐妹，随我接战！战至最后一刻，回家洗澡（致命解药0.63版本极难双收集流程（10）,1766656800,2025-12-25 18:00:00,606,6,0,2246,19517984,种花家的晋A兔,2
朱蒂,477414,BV1SCB4BHEw8,敌人有两种怪，一种叫黄之怪，一种叫绿之怪。致命解药0.63版本极难双收集流程（9）,1766570400,2025-12-24 18:00:00,376,0,0,2939,19517984,种花家的晋A兔,2
朱蒂,477414,BV1u8BEBFEHi,哥啊，稍微放几只精英怪就行了，谁知道朱蒂爷她打的完打不完。致命解药0.63版本极难双收集流程（8）,1766484000,2025-12-23 18:00:00,589,0,0,1461,19517984,种花家的晋A兔,2
朱蒂,477414,BV1vuBNBKECy,朱蒂老师,1766467922,2025-12-23 13:32:02,2638,2,0,12,10067140,青山簪桃花kk,2
朱蒂,477414,BV1LYqCBgEkT,杰森，如果再让我听到你说这么油腻的话，我就扎聋自己的耳朵！致命解药0.63版本极难双收集流程（7）,1766397600,2025-12-22 18:00:00,1211,12,1,1972,19517984,种花家的晋A兔,2
朱蒂,477414,BV1feqfB9Ewx,重复刷怪和后背刷怪，真是一对笑面虎，两头乌角鲨。致命解药0.63版本极难双收集流程（6）,1766311200,2025-12-21 18:00:00,1158,15,2,2140,19517984,种花家的晋A兔,2
朱蒂,477414,BV1mRqoBaEVp,僵尸：全军冲杀电力中心，直奔朱蒂四轮车！致命解药0.63版本极难双收集流程（5）,1766224800,2025-12-20 18:00:00,683,0,0,2843,19517984,种花家的晋A兔,3
朱蒂,477414,BV1LkqLB8EY4,更衣！更衣好啊！致命解药0.63版本极难双收集流程（4）,1766138400,2025-12-19 18:00:00,460,2,0,2192,19517984,种花家的晋A兔,3
朱蒂,477414,BV1Vxq5BpE3L,boss：谁让你在这儿洗澡的？叉出去。致命解药0.63版本极难双收集流程（3）,1766052000,2025-12-18 18:00:00,1166,10,3,2000,19517984,种花家的晋A兔,3
朱蒂,477414,BV1WcqvBFEbf,列位诸公，如果你们容得下这游戏肆意刷怪，那就容我告老还乡了。致命解药0.63版本极难双收集流程（2）,1765965600,2025-12-17 18:00:00,1109,19,1,2658,19517984,种花家的晋A兔,3
朱蒂,477414,BV1NaqhBpEpc,朱蒂:让我砍僵尸一万个透明窟窿去！致命解药0.63版本极难双收集流程（1）,1765873108,2025-12-16 16:18:28,1031,8,3,2146,19517984,种花家的晋A兔,3
朱蒂,477414,BV19GmKBsEvk,茱蒂老师的巅峰演技时刻⑤,1765424830,2025-12-11 11:47:10,203,1,0,30,2139079172,ValerieYeoh,3
朱蒂,477414,BV1Fqm4BfECa,《致命解药》第一章剧情记录,1765352734,2025-12-10 15:45:34,4265,3,1,533,48053582,即长歌,3
朱蒂,477414,BV1FH22BmExB,朱蒂老师跳日本舞,1765220603,2025-12-09 03:03:23,5630,7,0,232,396944417,驯兽师阿飞,3
朱蒂,477414,BV1Ud2EBSEPt,尼克永不止步Nick won’t stop 同人角色曲,1764955575,2025-12-06 01:26:15,1587,19,0,118,13880803,Tokiomega,3
朱蒂,477414,BV1Rf24BSEvQ,【点播：名侦探柯南TV版reaction】E459-463 | 路人第一次看！一场窃听风云！新角色出场！三方高手间的过招！招招致命哈哈哈,1764781829,2025-12-04 01:10:29,9137,11,12,6503,3546694922799758,就要奶茶脑袋,3
朱蒂,477414,BV1D9SzBpE4j,致命解药-太空营地-无伤通关,1764553376,2025-12-01 09:42:56,218,2,0,3603,407322106,你只敢偷看的女同学,3
朱蒂,477414,BV15XSuBkEAn,致命解药新版本快餐店全歼需要多少物资,1764254268,2025-11-27 22:37:48,418,1,0,2329,21913542,寒Q1aovo,3
朱蒂,477414,BV1v3UvBkEHZ,【致命解药】把队友们带进毒区里，会发生什么,1764170443,2025-11-26 23:20:43,3563,7,0,272,19517984,种花家的晋A兔,3
朱蒂,477414,BV1UeUXBSE43,【致命解药】朱蒂小队的僵尸歼灭战,1764090610,2025-11-26 01:10:10,4271,2,0,220,19517984,种花家的晋A兔,3
朱蒂,477414,BV1kty7BAEdA,【致命解药mod】你的朱蒂怎么自带武器？,1763514850,2025-11-19 09:14:10,710,2,0,51,520021,墨晶Morion,3
朱蒂,477414,BV1H9CYBqEuC,茱蒂老师的巅峰演技时刻,1763352300,2025-11-17 12:05:00,102,0,0,84,2139079172,ValerieYeoh,3
朱蒂,477414,BV1FfC2BrExB,手机玩致命解药最新版6.0超级魔改版 支持电脑＋手机有mod,1763221105,2025-11-15 23:38:25,1487,14,0,279,3546774333557629,超玩游戏盒2,3
朱蒂,477414,BV1jZCgBiEoj,致命解药-猪弟的幻境-最高难度无伤通关,1763140946,2025-11-15 01:22:26,873,16,0,1377,407322106,你只敢偷看的女同学,3
朱蒂,477414,BV1gUk2BsE4K,致命解药-沙滩岛-阳光沙滩海浪仙人掌,1762915217,2025-11-12 10:40:17,321,6,0,1562,407322106,你只敢偷看的女同学,3
