标签名,标签ID,BV号,标题,发布时间戳,发布时间_ISO8601_北京时间,播放量,评论数_reply,弹幕数,时长秒,UP主MID,UP主昵称,页码_抓取时
卡迈尔,10026105,BV1S84y1z7QK,名侦探柯南：零的日常 05（中配）,1666490401,2022-10-23 10:00:01,275388,63,806,815,928123,哔哩哔哩番剧,1
卡迈尔,10026105,BV1td4y1W7Px,【名侦探柯南】卡迈尔竟然比透子年龄小！难怪有种哥哥教训弟弟的感觉,1674636080,2023-01-25 16:41:20,37920,85,39,172,515483337,情绪不定的小仔仔,1
卡迈尔,10026105,BV17v4y1N7DE,【坎公】抽土神,1652370678,2022-05-12 23:51:18,95,8,0,109,510401930,雅飞奴,1
卡迈尔,10026105,BV1EfhCzDEJF,柯南主线回顾第六十二期：安室透认出柯南，卡迈尔遭遇朗姆,1756617341,2025-08-31 13:15:41,602,7,0,333,70470269,六剑降龙,1
卡迈尔,10026105,BV1Pfpge9Ebg,[名侦探柯南]柯南教我们开车掉水里如何自救,1725541200,2024-09-05 21:00:00,106,0,0,93,3461566798235657,三三大福,1
卡迈尔,10026105,BV1JT411N7WF,精彩看点 01 名侦探柯南：零的日常 01,1665354514,2022-10-10 06:28:34,4,0,0,181,408002864,番剧资讯机,1
卡迈尔,10026105,BV1tD4y1r7Vu,名侦探柯南：零的日常 05,1666490401,2022-10-23 10:00:01,790178,302,4144,809,928123,哔哩哔哩番剧,1
卡迈尔,10026105,BV1He411B72E,柯南主线回顾第二十七期：世良真纯登场，直奔柯南灰原的女侦探,1703254275,2023-12-22 22:11:15,847,5,0,334,70470269,六剑降龙,1
卡迈尔,10026105,BV1MgwqeUEhw,《名侦探柯南 绯色的子弹》陆配片尾彩蛋,1737260520,2025-01-19 12:22:00,481,4,0,86,400781447,老李带你听配音,1
卡迈尔,10026105,BV1PN4y1A7EX,名侦探柯南：零的日常 03（中配）,1665280801,2022-10-09 10:00:01,434987,76,1032,798,928123,哔哩哔哩番剧,1
卡迈尔,10026105,BV1hHM4zaESV,【柯哀】新篇章的主线风暴，柯南VS朗姆，小哀卡迈尔再临危机~~,1749963053,2025-06-15 12:50:53,66604,146,188,881,33826757,上位元素,1
